date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:32	87304/87304	---M-Z	200	added ('OK')	text/html	etag:%22ef28a0199262e849a4d69aeba5ccf9a9-ssl-df%22	https://azzle.netlify.app/	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/index.html	(from )
15:58:32	1450/1450	---MCZ	404	error ('Not%20Found')	text/html	etag:1695315675-ssl-df	https://azzle.netlify.app/robots.txt		(from )
15:58:34	429/429	---M--	200	added ('OK')	image/png	etag:%228700fff6dbe5ceaf6e58418c956d0474-ssl%22	https://azzle.netlify.app/assets/img/favicon.png	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/img/favicon.png	(from https://azzle.netlify.app/)
15:58:36	3518/3518	---MCZ	200	added ('OK')	text/css	etag:%229f9a69b7526d0e4565282f5a849031ba-ssl-df%22	https://azzle.netlify.app/assets/fonts/fonts.css	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/fonts/fonts.css	(from https://azzle.netlify.app/)
15:58:38	18452/18452	---MCZ	200	added ('OK')	text/css	etag:%226a45e73445bfdef51cca1d4a3185ff08-ssl-df%22	https://azzle.netlify.app/assets/css/vendors/swiper-bundle.min.css	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/css/vendors/swiper-bundle.min.css	(from https://azzle.netlify.app/)
15:58:40	8813/8813	---MCZ	200	added ('OK')	text/css	etag:%22095d2aff96fbec90d3e18c3758f72095-ssl-df%22	https://azzle.netlify.app/assets/css/vendors/jos.css	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/css/vendors/jos.css	(from https://azzle.netlify.app/)
15:58:42	18449/18449	---MCZ	200	added ('OK')	text/css	etag:%22194eed1d6cba1ea2631076f782307052-ssl-df%22	https://azzle.netlify.app/assets/css/vendors/menu.css	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/css/vendors/menu.css	(from https://azzle.netlify.app/)
15:58:43	3623/3623	---MCZ	200	added ('OK')	text/css	etag:%22086fa24f5a57e4127df580bdc9fbffd4-ssl-df%22	https://azzle.netlify.app/assets/css/custom.css	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/css/custom.css	(from https://azzle.netlify.app/)
15:58:45	72769/72769	---MCZ	200	added ('OK')	text/css	etag:%2218875963c882a899c5e345110a3058f0-ssl-df%22	https://azzle.netlify.app/assets/css/style.css	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/css/style.css	(from https://azzle.netlify.app/)
15:58:47	1120/1120	---M--	200	added ('OK')	image/png	etag:%224604397fd7aae2c3d962c7189b2d86c5-ssl%22	https://azzle.netlify.app/assets/img/logo-dark.png	C:/Users/mitta/Downloads/ITC/azzle.netlify.app/assets/img/logo-dark.png	(from https://azzle.netlify.app/)
